tracking_id,service_type,status,hub_arrival_timestamp,sla_deadline,is_priority
TRK-2139440299,Same Day,In Hub,2026-09-15 21:20:13,2026-09-16 08:34:13,false
TRK-2139440300,Regular,In Hub,2026-09-15 21:20:13,2026-09-16 08:45:13,false
TRK-2139440301,Regular,In Hub,2026-09-16 05:20:13,2026-09-16 18:20:13,true
TRK-2139440302,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 15:20:13,true
TRK-2139440303,Same Day,In Hub,2026-09-16 04:20:13,2026-09-16 17:20:13,true
TRK-2139440304,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 13:20:13,true
TRK-2139440305,Regular,In Hub,2026-09-16 04:20:13,2026-09-16 13:20:13,true
TRK-2139440306,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 17:20:13,true
TRK-2139440307,Next Day,In Hub,2026-09-16 05:20:13,2026-09-16 16:20:13,true
TRK-2139440308,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 15:20:13,true
TRK-2139440309,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 16:20:13,true
TRK-2139440310,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 18:20:13,true
TRK-2139440311,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 13:20:13,true
TRK-2139440312,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 12:20:13,true
TRK-2139440313,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 14:20:13,true
TRK-2139440314,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 18:20:13,true
TRK-2139440315,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 14:20:13,true
TRK-2139440316,Regular,In Hub,2026-09-16 05:20:13,2026-09-16 15:20:13,true
TRK-2139440317,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 15:20:13,true
TRK-2139440318,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 14:20:13,true
TRK-2139440319,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 12:20:13,true
TRK-2139440320,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 14:20:13,true
TRK-2139440321,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 17:20:13,true
TRK-2139440322,Same Day,In Hub,2026-09-16 04:20:13,2026-09-16 18:20:13,true
TRK-2139440323,Next Day,In Hub,2026-09-16 05:20:13,2026-09-16 18:20:13,true
TRK-2139440324,Same Day,In Hub,2026-09-16 05:20:13,2026-09-16 12:20:13,true
TRK-2139450325,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 19:20:13,true
TRK-2139450326,Regular,In Hub,2026-09-16 04:20:13,2026-09-16 15:20:13,true
TRK-2139450327,Same Day,In Hub,2026-09-16 05:20:13,2026-09-16 12:20:13,true
TRK-2139450328,Same Day,In Hub,2026-09-16 05:20:13,2026-09-16 17:20:13,true
TRK-2139450329,Same Day,In Hub,2026-09-16 04:20:13,2026-09-16 13:20:13,true
TRK-2139450330,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 14:20:13,true
TRK-2139450331,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 12:20:13,true
TRK-2139450332,Regular,In Hub,2026-09-16 05:20:13,2026-09-16 15:20:13,true
TRK-2139450333,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 15:20:13,true
TRK-2139450334,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 14:20:13,true
TRK-2139450335,Next Day,In Hub,2026-09-16 05:20:13,2026-09-16 17:20:13,true
TRK-2139450336,Next Day,In Hub,2026-09-16 05:20:13,2026-09-16 17:20:13,true
TRK-2139450337,Regular,In Hub,2026-09-16 05:20:13,2026-09-16 16:20:13,true
TRK-2139450338,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 17:20:13,true
TRK-2139450339,Regular,In Hub,2026-09-16 04:20:13,2026-09-16 12:20:13,true
TRK-2139450340,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 15:20:13,true
TRK-2139450341,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 19:20:13,true
TRK-2139450342,Same Day,In Hub,2026-09-16 05:20:13,2026-09-16 15:20:13,true
TRK-2139450343,Same Day,In Hub,2026-09-16 04:20:13,2026-09-16 15:20:13,true
TRK-2139450344,Same Day,In Hub,2026-09-16 04:20:13,2026-09-16 13:20:13,true
TRK-2139450345,Next Day,In Hub,2026-09-16 04:20:13,2026-09-16 12:20:13,true
TRK-2139450346,Same Day,In Hub,2026-09-16 06:20:13,2026-09-16 14:20:13,true
TRK-2139450347,Regular,In Hub,2026-09-16 06:20:13,2026-09-16 18:20:13,true
TRK-2139450348,Next Day,In Hub,2026-09-16 06:20:13,2026-09-16 14:20:13,true
TRK-2139450349,Regular,In Hub,2026-09-16 05:20:13,2026-09-16 15:20:13,true
TRK-2139450350,Regular,In Hub,2026-09-16 04:20:13,2026-09-16 13:20:13,true
TRK-2139450351,Next Day,In Transit,2026-09-15 22:20:13,2026-09-18 06:20:13,false
TRK-2139450352,Same Day,In Transit,2026-09-16 04:20:13,2026-09-17 09:20:13,false
TRK-2139450353,Regular,In Transit,2026-09-16 01:20:13,2026-09-18 12:20:13,false
TRK-2139450354,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 07:20:13,false
TRK-2139450355,Next Day,In Hub,2026-09-16 05:20:13,2026-09-17 13:20:13,false
TRK-2139450356,Same Day,In Transit,2026-09-15 21:20:13,2026-09-17 09:20:13,false
TRK-2139450357,Regular,In Transit,2026-09-16 05:20:13,2026-09-18 00:20:13,false
TRK-2139450358,Same Day,In Hub,2026-09-15 22:20:13,2026-09-18 07:20:13,false
TRK-2139450359,Next Day,In Transit,2026-09-16 05:20:13,2026-09-18 15:20:13,false
TRK-2139450360,Same Day,In Transit,2026-09-15 21:20:13,2026-09-18 00:20:13,false
TRK-2139450361,Same Day,In Hub,2026-09-16 05:20:13,2026-09-17 11:20:13,false
TRK-2139450362,Next Day,In Transit,2026-09-15 22:20:13,2026-09-18 10:20:13,false
TRK-2139450363,Regular,In Transit,2026-09-16 06:20:13,2026-09-18 18:20:13,false
TRK-2139450364,Regular,In Hub,2026-09-16 03:20:13,2026-09-17 21:20:13,false
TRK-2139450365,Regular,In Hub,2026-09-16 03:20:13,2026-09-17 11:20:13,false
TRK-2139450366,Regular,In Hub,2026-09-16 02:20:13,2026-09-17 17:20:13,false
TRK-2139450367,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 22:20:13,false
TRK-2139450368,Same Day,In Hub,2026-09-15 21:20:13,2026-09-18 17:20:13,false
TRK-2139450369,Regular,In Hub,2026-09-16 00:20:13,2026-09-18 04:20:13,false
TRK-2139450370,Next Day,In Hub,2026-09-16 05:20:13,2026-09-18 01:20:13,false
TRK-2139450371,Next Day,In Hub,2026-09-16 04:20:13,2026-09-17 09:20:13,false
TRK-2139450372,Next Day,In Hub,2026-09-15 21:20:13,2026-09-17 08:20:13,false
TRK-2139450373,Same Day,In Transit,2026-09-15 21:20:13,2026-09-18 07:20:13,false
TRK-2139450374,Next Day,In Transit,2026-09-16 06:20:13,2026-09-19 07:20:13,false
TRK-2139450375,Same Day,In Hub,2026-09-16 05:20:13,2026-09-17 09:20:13,false
TRK-2139450376,Same Day,In Transit,2026-09-16 06:20:13,2026-09-17 10:20:13,false
TRK-2139450377,Regular,In Transit,2026-09-15 23:20:13,2026-09-19 02:20:13,false
TRK-2139450378,Regular,In Transit,2026-09-15 21:20:13,2026-09-17 18:20:13,false
TRK-2139450379,Regular,In Hub,2026-09-16 02:20:13,2026-09-18 06:20:13,false
TRK-2139450380,Same Day,In Hub,2026-09-16 01:20:13,2026-09-18 21:20:13,false
TRK-2139450381,Regular,In Hub,2026-09-16 05:20:13,2026-09-17 21:20:13,false
TRK-2139450382,Next Day,In Transit,2026-09-15 22:20:13,2026-09-18 03:20:13,false
TRK-2139450383,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 21:20:13,false
TRK-2139450384,Next Day,In Hub,2026-09-16 05:20:13,2026-09-17 08:20:13,false
TRK-2139450385,Regular,In Hub,2026-09-16 00:20:13,2026-09-19 02:20:13,false
TRK-2139450386,Next Day,In Transit,2026-09-15 21:20:13,2026-09-17 14:20:13,false
TRK-2139450387,Regular,In Transit,2026-09-16 03:20:13,2026-09-18 13:20:13,false
TRK-2139450388,Regular,In Transit,2026-09-16 06:20:13,2026-09-18 05:20:13,false
TRK-2139450389,Regular,In Hub,2026-09-16 00:20:13,2026-09-17 10:20:13,false
TRK-2139450390,Regular,In Hub,2026-09-16 01:20:13,2026-09-18 15:20:13,false
TRK-2139450391,Same Day,In Hub,2026-09-16 05:20:13,2026-09-17 14:20:13,false
TRK-2139450392,Regular,In Transit,2026-09-15 21:20:13,2026-09-19 05:20:13,false
TRK-2139450393,Next Day,In Transit,2026-09-16 04:20:13,2026-09-19 07:20:13,false
TRK-2139450394,Regular,In Transit,2026-09-15 23:20:13,2026-09-17 16:20:13,false
TRK-2139450395,Regular,In Hub,2026-09-16 01:20:13,2026-09-17 08:20:13,false
TRK-2139450396,Same Day,In Transit,2026-09-16 06:20:13,2026-09-18 09:20:13,false
TRK-2139450397,Next Day,In Hub,2026-09-16 04:20:13,2026-09-17 23:20:13,false
TRK-2139450398,Regular,In Transit,2026-09-16 00:20:13,2026-09-17 15:20:13,false
TRK-2139450399,Regular,In Transit,2026-09-16 05:20:13,2026-09-18 19:20:13,false
TRK-2139450400,Regular,In Hub,2026-09-16 04:20:13,2026-09-19 00:20:13,false
TRK-2139450401,Next Day,In Hub,2026-09-16 00:20:13,2026-09-18 07:20:13,false
TRK-2139450402,Regular,In Transit,2026-09-16 01:20:13,2026-09-17 11:20:13,false
TRK-2139450403,Same Day,In Hub,2026-09-15 21:20:13,2026-09-18 07:20:13,false
TRK-2139450404,Same Day,In Transit,2026-09-16 01:20:13,2026-09-18 17:20:13,false
TRK-2139450405,Next Day,In Hub,2026-09-16 00:20:13,2026-09-18 01:20:13,false
TRK-2139450406,Same Day,In Hub,2026-09-16 02:20:13,2026-09-17 23:20:13,false
TRK-2139450407,Next Day,In Transit,2026-09-16 05:20:13,2026-09-18 14:20:13,false
TRK-2139450408,Next Day,In Transit,2026-09-16 00:20:13,2026-09-17 20:20:13,false
TRK-2139450409,Regular,In Hub,2026-09-16 00:20:13,2026-09-18 03:20:13,false
TRK-2139450410,Same Day,In Hub,2026-09-16 03:20:13,2026-09-18 11:20:13,false
TRK-2139460411,Next Day,In Transit,2026-09-16 04:20:13,2026-09-17 19:20:13,false
TRK-2139460412,Same Day,In Hub,2026-09-16 04:20:13,2026-09-18 19:20:13,false
TRK-2139460413,Next Day,In Transit,2026-09-15 21:20:13,2026-09-19 00:20:13,false
TRK-2139460414,Next Day,In Hub,2026-09-16 02:20:13,2026-09-17 23:20:13,false
TRK-2139460415,Regular,In Hub,2026-09-16 05:20:13,2026-09-18 06:20:13,false
TRK-2139460416,Next Day,In Hub,2026-09-16 04:20:13,2026-09-19 07:20:13,false
TRK-2139460417,Regular,In Transit,2026-09-15 23:20:13,2026-09-18 03:20:13,false
TRK-2139460418,Regular,In Hub,2026-09-16 06:20:13,2026-09-17 21:20:13,false
TRK-2139460419,Same Day,In Transit,2026-09-16 04:20:13,2026-09-17 09:20:13,false
TRK-2139460420,Regular,In Hub,2026-09-16 02:20:13,2026-09-17 23:20:13,false
TRK-2139460421,Next Day,In Transit,2026-09-16 02:20:13,2026-09-17 16:20:13,false
TRK-2139460422,Regular,In Hub,2026-09-16 06:20:13,2026-09-18 23:20:13,false
TRK-2139460423,Same Day,In Hub,2026-09-16 01:20:13,2026-09-18 17:20:13,false
TRK-2139460424,Next Day,In Hub,2026-09-15 22:20:13,2026-09-18 04:20:13,false
TRK-2139460425,Regular,In Transit,2026-09-15 22:20:13,2026-09-18 05:20:13,false
TRK-2139460426,Same Day,In Transit,2026-09-16 05:20:13,2026-09-17 12:20:13,false
TRK-2139460427,Same Day,In Hub,2026-09-16 01:20:13,2026-09-19 02:20:13,false
TRK-2139460428,Regular,In Transit,2026-09-16 05:20:13,2026-09-18 16:20:13,false
TRK-2139460429,Regular,In Hub,2026-09-16 00:20:13,2026-09-17 10:20:13,false
TRK-2139460430,Same Day,In Transit,2026-09-15 22:20:13,2026-09-17 15:20:13,false
TRK-2139460431,Same Day,In Transit,2026-09-16 01:20:13,2026-09-18 19:20:13,false
TRK-2139460432,Regular,In Transit,2026-09-16 04:20:13,2026-09-19 04:20:13,false
TRK-2139460433,Same Day,In Transit,2026-09-15 21:20:13,2026-09-18 12:20:13,false
TRK-2139460434,Next Day,In Hub,2026-09-16 05:20:13,2026-09-19 02:20:13,false
TRK-2139460435,Regular,In Transit,2026-09-15 21:20:13,2026-09-18 22:20:13,false
TRK-2139460436,Regular,In Transit,2026-09-16 01:20:13,2026-09-17 11:20:13,false
TRK-2139460437,Same Day,In Hub,2026-09-15 21:20:13,2026-09-18 06:20:13,false
TRK-2139460438,Regular,In Hub,2026-09-16 03:20:13,2026-09-18 16:20:13,false
TRK-2139460439,Same Day,In Hub,2026-09-16 04:20:13,2026-09-17 11:20:13,false
TRK-2139460440,Same Day,In Hub,2026-09-16 01:20:13,2026-09-17 13:20:13,false
TRK-2139460441,Same Day,In Hub,2026-09-16 06:20:13,2026-09-17 17:20:13,false
TRK-2139460442,Same Day,In Hub,2026-09-16 02:20:13,2026-09-17 23:20:13,false
TRK-2139460443,Same Day,In Transit,2026-09-15 21:20:13,2026-09-17 15:20:13,false
TRK-2139460444,Next Day,In Transit,2026-09-16 06:20:13,2026-09-18 03:20:13,false
TRK-2139460445,Regular,In Hub,2026-09-15 23:20:13,2026-09-18 06:20:13,false
TRK-2139460446,Next Day,In Transit,2026-09-16 04:20:13,2026-09-17 15:20:13,false
TRK-2139460447,Regular,In Hub,2026-09-16 00:20:13,2026-09-17 19:20:13,false
TRK-2139460448,Next Day,In Hub,2026-09-15 21:20:13,2026-09-17 20:20:13,false
TRK-2139460449,Same Day,In Transit,2026-09-16 01:20:13,2026-09-17 16:20:13,false
TRK-2139460450,Regular,In Transit,2026-09-16 01:20:13,2026-09-18 19:20:13,false
TRK-2139460451,Same Day,In Transit,2026-09-16 06:20:13,2026-09-19 04:20:13,false
TRK-2139460452,Regular,In Transit,2026-09-16 05:20:13,2026-09-18 09:20:13,false
TRK-2139460453,Regular,In Transit,2026-09-16 00:20:13,2026-09-19 05:20:13,false
TRK-2139460454,Regular,In Hub,2026-09-16 03:20:13,2026-09-17 15:20:13,false
TRK-2139460455,Regular,In Hub,2026-09-16 04:20:13,2026-09-18 22:20:13,false
TRK-2139460456,Same Day,In Hub,2026-09-15 23:20:13,2026-09-18 18:20:13,false
TRK-2139460457,Same Day,In Transit,2026-09-16 04:20:13,2026-09-18 09:20:13,false
TRK-2139460458,Same Day,In Hub,2026-09-16 03:20:13,2026-09-17 23:20:13,false
TRK-2139460459,Same Day,In Transit,2026-09-16 06:20:13,2026-09-19 04:20:13,false
TRK-2139460460,Next Day,In Hub,2026-09-16 05:20:13,2026-09-18 18:20:13,false
TRK-2139460461,Regular,In Transit,2026-09-15 21:20:13,2026-09-18 04:20:13,false
TRK-2139460462,Same Day,In Hub,2026-09-16 01:20:13,2026-09-17 11:20:13,false
TRK-2139470463,Regular,In Hub,2026-09-16 01:20:13,2026-09-17 14:20:13,false
TRK-2139470464,Same Day,In Transit,2026-09-15 23:20:13,2026-09-19 00:20:13,false
TRK-2139470465,Next Day,In Transit,2026-09-16 02:20:13,2026-09-18 03:20:13,false
TRK-2139470466,Next Day,In Hub,2026-09-16 02:20:13,2026-09-17 08:20:13,false
TRK-2139470467,Next Day,In Transit,2026-09-15 22:20:13,2026-09-19 07:20:13,false
TRK-2139470468,Regular,In Hub,2026-09-16 05:20:13,2026-09-17 10:20:13,false
TRK-2139470469,Next Day,In Hub,2026-09-16 03:20:13,2026-09-18 07:20:13,false
TRK-2139470470,Next Day,In Hub,2026-09-16 02:20:13,2026-09-17 12:20:13,false
TRK-2139470471,Regular,In Hub,2026-09-16 03:20:13,2026-09-18 21:20:13,false
TRK-2139470472,Next Day,In Transit,2026-09-16 04:20:13,2026-09-17 20:20:13,false
TRK-2139470473,Regular,In Hub,2026-09-16 03:20:13,2026-09-17 18:20:13,false
TRK-2139470474,Next Day,In Transit,2026-09-16 05:20:13,2026-09-17 22:20:13,false
TRK-2139470475,Same Day,In Hub,2026-09-16 03:20:13,2026-09-18 01:20:13,false
TRK-2139470476,Regular,In Hub,2026-09-16 01:20:13,2026-09-17 15:20:13,false
TRK-2139470477,Regular,In Transit,2026-09-15 22:20:13,2026-09-18 05:20:13,false
TRK-2139470478,Same Day,In Hub,2026-09-16 05:20:13,2026-09-18 00:20:13,false
TRK-2139470479,Regular,In Transit,2026-09-15 23:20:13,2026-09-18 17:20:13,false
TRK-2139470480,Same Day,In Transit,2026-09-15 23:20:13,2026-09-18 07:20:13,false
TRK-2139470481,Regular,In Transit,2026-09-15 22:20:13,2026-09-18 10:20:13,false
TRK-2139470482,Next Day,In Transit,2026-09-16 05:20:13,2026-09-18 04:20:13,false
TRK-2139470483,Regular,In Transit,2026-09-15 22:20:13,2026-09-17 23:20:13,false
TRK-2139470484,Same Day,In Transit,2026-09-16 05:20:13,2026-09-18 02:20:13,false
TRK-2139470485,Next Day,In Transit,2026-09-16 03:20:13,2026-09-17 12:20:13,false
TRK-2139470486,Regular,In Transit,2026-09-16 05:20:13,2026-09-18 05:20:13,false
TRK-2139470487,Next Day,In Transit,2026-09-16 02:20:13,2026-09-19 04:20:13,false
TRK-2139470488,Same Day,In Transit,2026-09-16 00:20:13,2026-09-18 01:20:13,false
TRK-2139470489,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 23:20:13,false
TRK-2139470490,Same Day,In Transit,2026-09-15 23:20:13,2026-09-17 15:20:13,false
TRK-2139470491,Next Day,In Hub,2026-09-16 06:20:13,2026-09-17 19:20:13,false
TRK-2139470492,Regular,In Hub,2026-09-16 01:20:13,2026-09-18 07:20:13,false
TRK-2139470493,Same Day,In Transit,2026-09-16 01:20:13,2026-09-18 19:20:13,false
TRK-2139470494,Regular,In Transit,2026-09-15 23:20:13,2026-09-18 04:20:13,false
TRK-2139470495,Next Day,In Transit,2026-09-16 03:20:13,2026-09-17 20:20:13,false
TRK-2139470496,Regular,In Transit,2026-09-16 05:20:13,2026-09-17 12:20:13,false
TRK-2139470497,Next Day,In Hub,2026-09-16 02:20:13,2026-09-18 22:20:13,false
TRK-2139470498,Regular,In Hub,2026-09-16 00:20:13,2026-09-17 15:20:13,false
TRK-2139470499,Regular,In Hub,2026-09-16 06:20:13,2026-09-18 01:20:13,false
TRK-2139470500,Same Day,In Hub,2026-09-15 21:20:13,2026-09-17 20:20:13,false
TRK-2139470501,Same Day,In Transit,2026-09-15 22:20:13,2026-09-17 13:20:13,false
TRK-2139470502,Next Day,In Transit,2026-09-16 04:20:13,2026-09-19 06:20:13,false
TRK-2139470503,Next Day,In Transit,2026-09-16 06:20:13,2026-09-17 07:20:13,false
TRK-2139470504,Next Day,In Hub,2026-09-15 22:20:13,2026-09-17 16:20:13,false
TRK-2139470505,Same Day,In Transit,2026-09-16 00:20:13,2026-09-17 22:20:13,false
TRK-2139470506,Same Day,In Transit,2026-09-16 03:20:13,2026-09-19 00:20:13,false
TRK-2139470507,Regular,In Hub,2026-09-16 05:20:13,2026-09-19 03:20:13,false
TRK-2139470508,Same Day,In Transit,2026-09-16 06:20:13,2026-09-18 23:20:13,false
TRK-2139470509,Same Day,In Transit,2026-09-16 06:20:13,2026-09-18 19:20:13,false
TRK-2139470510,Next Day,In Hub,2026-09-16 00:20:13,2026-09-19 01:20:13,false
TRK-2139470511,Next Day,In Hub,2026-09-16 04:20:13,2026-09-17 09:20:13,false
TRK-2139470512,Same Day,In Hub,2026-09-16 01:20:13,2026-09-19 01:20:13,false
TRK-2139470513,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 22:20:13,false
TRK-2139470514,Same Day,In Transit,2026-09-16 05:20:13,2026-09-17 23:20:13,false
TRK-2139470515,Next Day,In Hub,2026-09-16 05:20:13,2026-09-19 05:20:13,false
TRK-2139470516,Next Day,In Transit,2026-09-15 23:20:13,2026-09-17 17:20:13,false
TRK-2139470517,Regular,In Transit,2026-09-16 00:20:13,2026-09-17 16:20:13,false
TRK-2139470518,Next Day,In Transit,2026-09-16 05:20:13,2026-09-17 10:20:13,false
TRK-2139470519,Regular,In Hub,2026-09-16 06:20:13,2026-09-19 03:20:13,false
TRK-2139470520,Next Day,In Transit,2026-09-16 00:20:13,2026-09-18 05:20:13,false
TRK-2139470521,Same Day,In Transit,2026-09-16 06:20:13,2026-09-18 04:20:13,false
TRK-2139470522,Same Day,In Transit,2026-09-16 00:20:13,2026-09-19 02:20:13,false
TRK-2139470523,Same Day,In Transit,2026-09-16 06:20:13,2026-09-17 17:20:13,false
TRK-2139470524,Next Day,In Transit,2026-09-16 04:20:13,2026-09-19 01:20:13,false
TRK-2139470525,Regular,In Transit,2026-09-15 22:20:13,2026-09-17 17:20:13,false
TRK-2139470526,Same Day,In Transit,2026-09-16 06:20:13,2026-09-18 18:20:13,false
TRK-2139470527,Same Day,In Transit,2026-09-16 06:20:13,2026-09-17 11:20:13,false
TRK-2139470528,Next Day,In Hub,2026-09-16 06:20:13,2026-09-17 20:20:13,false
TRK-2139470529,Same Day,In Hub,2026-09-16 02:20:13,2026-09-18 06:20:13,false
TRK-2139470530,Next Day,In Transit,2026-09-16 01:20:13,2026-09-17 19:20:13,false
TRK-2139470531,Same Day,In Transit,2026-09-15 23:20:13,2026-09-17 12:20:13,false
TRK-2139470532,Same Day,In Transit,2026-09-15 22:20:13,2026-09-18 10:20:13,false
TRK-2139470533,Same Day,In Hub,2026-09-16 00:20:13,2026-09-18 05:20:13,false
TRK-2139470534,Next Day,In Hub,2026-09-16 01:20:13,2026-09-18 01:20:13,false
TRK-2139470535,Regular,In Hub,2026-09-15 22:20:13,2026-09-17 07:20:13,false
TRK-2139470536,Regular,In Hub,2026-09-16 06:20:13,2026-09-17 22:20:13,false
TRK-2139470537,Same Day,In Transit,2026-09-16 05:20:13,2026-09-19 03:20:13,false
TRK-2139470538,Same Day,In Transit,2026-09-15 23:20:13,2026-09-18 07:20:13,false
TRK-2139470539,Next Day,In Hub,2026-09-16 03:20:13,2026-09-18 17:20:13,false
TRK-2139470540,Next Day,In Transit,2026-09-15 22:20:13,2026-09-18 21:20:13,false
TRK-2139470541,Next Day,In Hub,2026-09-16 03:20:13,2026-09-17 18:20:13,false
TRK-2139470542,Regular,In Transit,2026-09-16 01:20:13,2026-09-18 16:20:13,false
TRK-2139470543,Same Day,In Hub,2026-09-16 06:20:13,2026-09-18 04:20:13,false
TRK-2139470544,Regular,In Transit,2026-09-16 01:20:13,2026-09-17 22:20:13,false
TRK-2139470545,Next Day,In Hub,2026-09-16 02:20:13,2026-09-17 23:20:13,false
TRK-2139470546,Regular,In Transit,2026-09-15 21:20:13,2026-09-18 10:20:13,false
TRK-2139470547,Next Day,In Hub,2026-09-16 01:20:13,2026-09-17 21:20:13,false
TRK-2139470548,Same Day,In Transit,2026-09-16 06:20:13,2026-09-17 07:20:13,false
TRK-2139470549,Regular,In Transit,2026-09-16 01:20:13,2026-09-18 13:20:13,false
TRK-2139470550,Same Day,In Transit,2026-09-16 01:20:13,2026-09-18 20:20:13,false
TRK-2139470551,Regular,In Transit,2026-09-16 06:20:13,2026-09-18 11:20:13,false
TRK-2139470552,Next Day,In Hub,2026-09-16 04:20:13,2026-09-17 17:20:13,false
TRK-2139470553,Next Day,In Transit,2026-09-16 06:20:13,2026-09-18 23:20:13,false
TRK-2139470554,Same Day,In Transit,2026-09-16 05:20:13,2026-09-19 03:20:13,false
TRK-2139470555,Regular,In Hub,2026-09-16 01:20:13,2026-09-17 11:20:13,false
TRK-2139470556,Same Day,In Transit,2026-09-16 03:20:13,2026-09-17 13:20:13,false
TRK-2139470557,Regular,In Transit,2026-09-16 06:20:13,2026-09-17 18:20:13,false
TRK-2139470558,Next Day,In Hub,2026-09-16 05:20:13,2026-09-18 02:20:13,false
TRK-2139470559,Next Day,In Hub,2026-09-16 06:20:13,2026-09-18 02:20:13,false
TRK-2139470560,Same Day,In Transit,2026-09-16 05:20:13,2026-09-19 00:20:13,false
TRK-2139470561,Next Day,In Hub,2026-09-16 06:20:13,2026-09-17 21:20:13,false
TRK-2139470562,Same Day,In Hub,2026-09-16 02:20:13,2026-09-18 03:20:13,false
TRK-2139470563,Next Day,In Hub,2026-09-16 01:20:13,2026-09-18 22:20:13,false
TRK-2139470564,Same Day,In Transit,2026-09-15 22:20:13,2026-09-17 08:20:13,false
TRK-2139470565,Regular,In Transit,2026-09-16 04:20:13,2026-09-17 20:20:13,false
TRK-2139470566,Next Day,In Transit,2026-09-16 02:20:13,2026-09-17 16:20:13,false
TRK-2139470567,Same Day,In Transit,2026-09-16 03:20:13,2026-09-19 04:20:13,false
TRK-2139470568,Regular,In Hub,2026-09-16 05:20:13,2026-09-19 07:20:13,false
TRK-2139470569,Regular,In Hub,2026-09-15 22:20:13,2026-09-19 03:20:13,false
TRK-2139470570,Regular,In Hub,2026-09-15 22:20:13,2026-09-19 04:20:13,false
TRK-2139470571,Next Day,In Hub,2026-09-16 00:20:13,2026-09-19 02:20:13,false
TRK-2139470572,Regular,In Hub,2026-09-16 04:20:13,2026-09-17 12:20:13,false
TRK-2139470573,Next Day,In Transit,2026-09-16 02:20:13,2026-09-18 03:20:13,false
TRK-2139470574,Next Day,In Hub,2026-09-16 00:20:13,2026-09-19 00:20:13,false
TRK-2139470575,Next Day,In Hub,2026-09-15 23:20:13,2026-09-17 21:20:13,false
TRK-2139470576,Next Day,In Transit,2026-09-16 00:20:13,2026-09-18 14:20:13,false
TRK-2139470577,Next Day,In Hub,2026-09-15 23:20:13,2026-09-17 11:20:13,false
TRK-2139470578,Regular,In Transit,2026-09-16 03:20:13,2026-09-18 05:20:13,false
TRK-2139470579,Next Day,In Hub,2026-09-16 02:20:13,2026-09-17 20:20:13,false
TRK-2139470580,Regular,In Transit,2026-09-15 23:20:13,2026-09-18 01:20:13,false
TRK-2139470581,Regular,In Hub,2026-09-15 21:20:13,2026-09-17 07:20:13,false
TRK-2139470582,Next Day,In Transit,2026-09-15 21:20:13,2026-09-18 06:20:13,false
TRK-2139470583,Regular,In Hub,2026-09-16 03:20:13,2026-09-17 12:20:13,false
TRK-2139470584,Regular,In Transit,2026-09-16 01:20:13,2026-09-17 18:20:13,false
TRK-2139470585,Same Day,In Hub,2026-09-16 04:20:13,2026-09-17 17:20:13,false
TRK-2139470586,Regular,In Hub,2026-09-16 02:20:13,2026-09-18 18:20:13,false
TRK-2139470587,Next Day,In Hub,2026-09-16 05:20:13,2026-09-17 15:20:13,false
TRK-2139470588,Next Day,In Transit,2026-09-16 01:20:13,2026-09-17 14:20:13,false
TRK-2139470589,Next Day,In Hub,2026-09-16 01:20:13,2026-09-17 16:20:13,false
TRK-2139470590,Regular,In Transit,2026-09-16 03:20:13,2026-09-18 04:20:13,false
TRK-2139470591,Next Day,In Transit,2026-09-16 00:20:13,2026-09-18 14:20:13,false
TRK-2139470592,Regular,In Hub,2026-09-15 21:20:13,2026-09-18 18:20:13,false
TRK-2139470593,Same Day,In Hub,2026-09-16 02:20:13,2026-09-18 05:20:13,false
TRK-2139470594,Same Day,In Hub,2026-09-16 04:20:13,2026-09-19 05:20:13,false
TRK-2139470595,Next Day,In Hub,2026-09-15 21:20:13,2026-09-18 22:20:13,false
TRK-2139470596,Next Day,In Transit,2026-09-16 04:20:13,2026-09-18 08:20:13,false
TRK-2139470597,Regular,In Transit,2026-09-15 21:20:13,2026-09-17 18:20:13,false
